label,text
inform,portugeuse food
inform,im looking for scandinavian food
inform,system im looking for expensive restaurant
inform,moderately priced restaraunt
inform,im looking for a restaurant that serves
inform,im looking for a cheap restaurant serving mediterranean food
inform,cheap australian
inform,okay um well how bout portuguese
inform,im looking for italian food though
inform,i want a restaurant in the center of town that serves vinesha
inform,im looking for an expensive restaurant in the east part of t
inform,food in the south part of town
inform,im looking for an italian restaurant in the east part of town
inform,looking for a restaurant in the south part of town serving
inform,im looking for a restaurant that serves italian
inform,french restaurant
inform,im looking for hungarian food in the north of town
inform,what type food
inform,basque
inform,im searching for a restaurant in the south part of town that serves
inform,im looking for indian food in the east part of town
inform,im looking for a restaurant in the north part of town uh tuscan food
inform,indian food
inform,im looking for a cheap restaurant serving international food
inform,catalonia in the east part of town
inform,can i get tuscan foo
inform,im looking for a moderately priced restaurant in the east part of town
inform,im looking for a cheap restaurant that serves welsh food
inform,um medium price range
inform,noise anything expensive
inform,im looking for tuscan food
inform,what is a good cheap restaurant that serves portuguese food
inform,im looking for a cheap restaurant that serves irish food
inform,expensive restaurant east part of town
inform,okay well any price range at all
inform,what about irish food
inform,singapore
inform,im looking for a moderately priced restaurant in the
inform,im looking for a restaurant in the west park of town that serves australian food
inform,i want a cheap restaurant in the north part of town
inform,i want to find a moderately priced restaurant and it should be in the
inform,im looking for a cheap restaurant with spanish food
inform,im looking for an expensive restaurant that serves turkish food
inform,id like a restaurant in the north part of town that serves tur
inform,im looking for a restaurant that serves mexican food
inform,im looking for a moderately priced
inform,a moderately priced restaurant that serves
inform,im looking for something cheap
inform,i dont care about the price range
inform,expensive restaurant european food
inform,bistro
inform,cheap restaurant in the north part of town
inform,cheap portugeuse
inform,i am looking for a restaurant in the moderate price range that serves russian
inform,i want a restaurant in the center and it should serve european food
inform,german food in the centre of town
inform,how bout italian foo
inform,what about expensive food
inform,ah what have you got for thai food
inform,im looking for a restaurant in the south part
inform,find me an expensive portuguese restaurant
inform,im looking for an expensive restaurant that serves mediterranean food
inform,im looking for a restaurant in the west part of town that serves canape food
inform,i would like to find a cheap restaurant in the south part of town
inform,portugeuse
inform,uh spanish food
inform,im looking for a restaurant in the south part of town serving korean food
inform,moderately priced in the west part of town
inform,looking for a cheap restaurant serving portuguese food
inform,find me a restaurant in the north part of town
inform,i want a cheap restaurant in the north
inform,im looking for a restaurant in the south part of town that serves malaysian food
inform,and the food type
inform,im looking for a restaurant in the south part of town serving portuguese
inform,i want a restaurant that serves cantonese food
inform,i want a restaurant in the we
inform,i want a restaurant in the north part of town that serves swiss food
inform,canapes food
inform,looking for a restaurant in the east part of town thats moderately priced
inform,i would like to find a restaurant in the west part of town
inform,world food any price range
inform,uh the west part of town
inform,moderate restaurant south part of town
inform,i would like expensive food
inform,looking for a restaurant that serves turkish food
inform,expensive african food
inform,west killeen
inform,i want to find a moderately priced restaurant and it should serve asian food
inform,pan asian food
inform,restaurant in the west part of town that serves ca
inform,im looking for a cheap restaurant in the east part of to
inform,moderate moderate moderate moderate
inform,breath i am looking for a venue that serves gastropub food
inform,oh i dont care
inform,either one
inform,im looking for a cheap restaurant in the east part of town that serves gastropub food
inform,i need to find a restaurant in the center and it should serve irish food
inform,uh what about modern european
inform,expensive restaurant it should serve persian food
inform,venue
inform,austrian food
inform,barbecue food west part of town
inform,looking for an expensive restaurant that serves afghan food
inform,i need a cheap restaurant serving eritrean food
inform,swedish food
inform,german
inform,id like a european food
inform,is there mediterranean food
inform,i would like to find an expensive restaurant that serves japanese food
inform,dont care dont care dont care
inform,i want a cheap hungarian food restaurant
inform,scottish
inform,im looking for restaurants in the east part of town
inform,i would like australian asian food
inform,cheap restaurant in the north of town
inform,moderately priced in the north part of town
inform,a cheap mexican restaurant
inform,can i have a cheap restaurant in the south part of town
inform,what about turkish
inform,i want a turkish restaurant in the center part of town
inform,i want to find a cheap
inform,restaurant south part of town english food
inform,i want expensive food in the east part of town
inform,down town
inform,im looking for a place that serves mexican food
inform,a cheap restaurant serving caribbean food
inform,im looking for a cheap restaurant that serves cuban food
inform,im looking for an expensive restaurant and it should serve fus
inform,the south part of town please
inform,breath a cheap restaurant in the north part of town
inform,yes i dont care about the price range
inform,id like to find a restaurant in any area serving mediterranean food
inform,i would like a cheap restaurant in the north part of town
inform,i want an expensive restaurant in the east part of town
inform,im looking for am expensive restaurant in the south part
inform,im looking for a restaurant in the north of town serving korean french food
inform,malyasian
inform,steak house food
inform,south part of town please
inform,restaurant in the east part of town serving basque food
inform,can i find a restaurant with gastropub food
inform,austallison
inform,uh dont care
inform,im looking for a spanish restaurant
inform,greek food
inform,im trying to find a moderately priced restaurant that serves swedish food
inform,i need a restaurant in the west part of town that serves european food
inform,could i have a restaurant that serves asian oriental food
inform,portuguese food any price
inform,restaurant north part of town
inform,an an expensive restaurant
inform,can i have a british restaurant in the east please
inform,i want a restaurant that serves basque food
inform,im looking for vietnamese food
inform,doesnt matter
inform,im looking for a restaurant in the west part of town that serves moroccan food
inform,noise are there any venues that serve indian type food
inform,i need a restaurant that serves thai food
inform,any restaurant that serves moroccan food
inform,okay i want indian
inform,im looking for a moderate priced restaurant in the south part
inform,i would like to find a moderately priced restaurant
inform,i would like an expensive restaurant that serves korean food
inform,im looking for an expensive restaurant that serves danish food
inform,are there any that serve vietnamese food
inform,in the inner south
inform,north part
inform,a cheap restaurant in
inform,asian oriental
inform,im looking for a restaurant in the south part of town and it should serve scandinavian food
inform,a moderately priced restaurant that serves vietnamese food
inform,west part of town basque food
inform,looking for a cheap restaurant in the south part of town
inform,gastropub restaurant
inform,cheap restaurant west part of town
inform,steak house food noise steak house food
inform,im searching for mediterranean food
inform,id like to find a restaurant that serves korean food
inform,im looking for a restaurant in the center and it should serve swedish food
inform,indian food in the south part of town
inform,restaurant in the north part of
inform,canapes
inform,im looking for a expensive restaurant that serves indonesian food
inform,okay cheap turkish food
inform,irish
inform,im looking for a moderately priced restaurant in the south
inform,breath i dont care
inform,im looking for a moderately priced restaurant that serves japanese
inform,im looking for a expensive restaurant and it should serve french food
inform,im looking for a restaurant in the north part of town that serves african food
inform,ah scottish food
inform,id like thai food please
inform,im looking for korean food any price range
inform,im looking for a restaurant in the south part of town and it should serve canapes food
inform,how about gastro pub type of food
inform,iam looking for an expensive restaurant and it should be in the south part of town
inform,im looking for an italian restaurant
inform,i dont care noise
inform,im looking for a
inform,any area is fine with me
inform,part of town and it serves mediterranean food
inform,id like a restaurant in the south part of town that serves
inform,find me a restaurant serving italian food
inform,italian food in the south part of town
inform,a moderately place restaurant
inform,may i have the cheap restaurant in the south part of town
inform,spanish food in west area
inform,airatarin
inform,is there an expensive restaurant serving thai food
inform,okay then any part of town
inform,what about mediterranean food
inform,uh moroccan food
inform,im looking for meditteranian
inform,serves cheap
inform,aristrain food
inform,id like a restaurant in the west part of town that serves danish
inform,a restaurant thats serving international food
inform,city center
inform,expensive restaurant serving kosher food
inform,i want to find an expensive restaurant in the south part of town
inform,restaurant in central
inform,corsica food
inform,uh any area
inform,are there any serving european food
inform,can you find a moderately priced restaurant
inform,restaurant north part of town fast food
inform,i am searching for a moderately priced restaurant in the east part of
inform,a restaurant in the south part of town serving pan asian food
inform,east side
inform,i need a restaurant in the center of town
inform,moderate restaurant kosher food
inform,looking for a cheap restaurant in the east part of town
inform,west side
inform,expensive restaurant romanian food
inform,vegetarian food
inform,moderately priced west of town
inform,im looking for belgian food
inform,um i would like to find an expensive restaurant in the south part of town
inform,uh gastropub food
inform,it does not matter
inform,there is no such venue harbor indian type of food
inform,im trying to find a cheap restaurant in the east of town
inform,indian food west part of town
inform,uh italian
inform,north part of town please
inform,im looking for a cheap restaurant serving modern european type of food
inform,city centre
inform,uh dont care but can it be vegetarian food
inform,i want modern european
inform,can i get a moderate restaurant in the south part of town
inform,i need a cuban restaurant that is moderately priced
inform,im looking for a restaurant that serves german food
inform,moderately pri
inform,barbecue food
inform,breath im looking for a restaurant in the east part of tow
inform,looking for a restaurant in the south part of town that serves persian
inform,eritrean food
inform,i need a cheap restaurant that serves international food
inform,i want to find a restaurant in the west part of town
inform,im looking for cheap food
inform,im looking for a cheap restaurant in the east part of town
inform,well i dont care about the price range
inform,polynesian food east of town
inform,im looking for an expensive restaurant in a
inform,im looking for a restaurant in the center of town that serves african food
inform,looking for cheap eritrean food
inform,im looking for a cheap restaurant that serves malaysian food
inform,for spanish food
inform,it should serve belgian food
inform,id like an expensive restaurant that serves bat food
inform,im looking for polynesian food
inform,im looking for a world food restaurant in the east part of town
inform,id like a restaurant that serves thai food
inform,in the center part of
inform,there korean food
inform,uh im not interested in the type
inform,im looking for a restaurant in the west part
inform,i want scottish food
inform,can i have a caribbean food
inform,i dont give a damn about chinese food i want thai food
inform,any address
inform,im looking for a cheap restaurant in the north part
inform,im looking for a moderately priced restaurant that serves sea food
inform,expensive mexican
inform,i want a cheap restaurant
inform,im looking for a restaurant that serves polynesian food
inform,im looking for moderately priced restaurant in the north part
inform,catalan food north part of town
inform,im looking for a european restaurant in center area
inform,moderately priced food
inform,im looking for a moderately priced restaurant that serves international
inform,im looking for an expensive restaurant that serves belgium food
inform,french food
inform,a restaurant in the center of town
inform,traditional food
inform,i am looking for an expensive restaurant that serves
inform,im looking for a restaurant in the north
inform,im looking for italian food
inform,any range is fine
inform,i would like gastropub
inform,im looking for a eritrean restaurant
inform,im looking for a cheap restaurant
inform,i would like to find a restaurant in the west part of town that serves
inform,im looking for a cheap restaurant and it should serve polish food
inform,moderately priced restaurant serves french food
inform,im looking for a restaurant serving polish food
inform,expensive european food
inform,expensive restaurant serve korean food
inform,im looking for a cheap restaurant and it should be in north part of town
inform,im looking for a russian food
inform,and expensive restaurant that serves tuscan food
inform,turkish food
inform,uh im looking for a moderately priced restaurant serving
inform,how bout european
inform,south expensive
inform,brazillian
inform,german food
inform,expensive restaurant that serves lebanese food
inform,looking for an expensive restaurant in the east of town
inform,can i get a moderately priced restaurant in the north
inform,romanian food in the center
inform,im looking for a moderately priced restaurant that serves european food
inform,im looking for a restaurant in the center serving russian food
inform,medium priced
inform,i am looking for a restaurant in the south part of town and it should serve cantonese food
inform,south noise
inform,i want malaysian food in any area
inform,id like a restaurant in the east part of town
inform,im looking for a restaurant in the center part of town
inform,i want a french restaurant that serves expensive food
inform,cheap restaurant north part of town
inform,indian food in the west part of town
inform,expensive australian restaurant
inform,swedish food expensive
inform,i want to find a restaurant in the center that serves lebanese food
inform,im looking for cheap german food
inform,the west part
inform,find gastro pub type food
inform,i need asian food
inform,moderate price west part of town
inform,center
inform,id like to find a cheap restaurant in the west part of town
inform,i am looking for a cheap restaurant and it should serve seafood
inform,i need a restaurant in any area with swedish food
inform,can i have the corsica
inform,uh the south
inform,im looking for a expensive restaurant in the east part of town
inform,i would like it to be cheap
inform,im looking for a moderately priced rest
inform,what does rice house
inform,im looking for a restaurant in the south of town serving chinese food
inform,find me a moderately priced restaurant in the west part of town
inform,im looking for moderately priced restaurant that serves world food
inform,im looking for a cheap restaurant in west part of town
inform,the north part of tow
inform,i want to find an expensive restaurant in the east part of t
inform,expensive noise
inform,modern european foo
inform,im looking for a moderately priced labonese restaruant
inform,im looking for a re
inform,uh low price range
inform,i want to find a moderately priced restaurant that serves vietna
inform,im looking for a moderate priced restaurant in the south part of town
inform,uh cheap restaurant
inform,im looking for cheap restaurants in the north part of town
inform,spanish spanish food spanish
inform,moderate eur
inform,i would like a cheap restaurant and it should
inform,restaurant in any area thats
inform,moderately priced restaurant in north part of town
inform,im looking for an expensive restaurant in the east of town
inform,um doesnt matter if its in the center of the town
inform,that serves cuban food
inform,west part of town cuban food
inform,expensive restaurant tuscan food
inform,in any area
inform,i am looking for a moderately priced restaurant and it should
inform,of the restaurant please
inform,looking for something moderately priced on the north side of town
inform,i need a persian restaurant in the south part of town
inform,i am looking for a cheap restaurant in the east part of town
inform,spensive
inform,i want to find a restaurant in the center that serves irish
inform,how bout i italian food
inform,i want african food
inform,im looking for an expensive restaurant with venetian food
inform,i want to find a moderately priced restaurant and it should be in the north part of town
inform,i want something that serves lebanese food
inform,i need a restaurant that serves halal food
inform,can i have a seafood restaurant please
inform,ok i would like to find a restaurant that serves italian food
inform,i would like to find a cheap restaurant in the west part of t
inform,i want a gastropub restaurant
inform,im looking for a expensive restaurant serving irish food
inform,a restaurant in the south part of town serving italian food
inform,mediterranean food
inform,serving international food
inform,danish
inform,um gastropub food
inform,uh restaurant
inform,uh anywhere
inform,i want a moderately priced restaurant in the north part of town
inform,looking for a restaurant in the west part of town that serves bistro food
inform,id like an expensive restaurant that serves fusion food
inform,im looking for a restaurant in the east part of town that serves canapes
inform,i want to find a cheap restaurant and it should serve portuguese food
inform,in the west part of town
inform,restaurant in the west part of town that serves airitran food
inform,looking for a restaurant in the north part of town serving bra
inform,im looking for expensive spanish food
inform,cantonese food
inform,canopus
inform,im looking for a restaurant in the west part of town that serves caribbean
inform,looking for a cheap restaurant in the north part of town
inform,theres no such venue unintelligible indian type of food
inform,any area cuban food
inform,cuban food
inform,cheap restaurant barbecue food
inform,id like a restaurant that serves gastropub food
inform,can i get a restaurant in the west part of town
inform,it doesnt matter salad
inform,uh vietnamese
inform,im looking for an expensive restaurant and it should serve malaysian food
inform,i dont care but i want it to be in the east part of town
inform,do you have jamaican restaurant
inform,cheap restaurant gastropub food
inform,vietnam
inform,looking for moderately priced russian food
inform,im looking for a restaurant in the center that serves romanian food
inform,i need a restaurant that serves canape
inform,english please
inform,noise looking for an expensive restaurant in the south part of town
inform,chinese food in the north part of town
inform,any of town
inform,how about restaurants in the north part of town
inform,in the east part of the town
inform,i am looking for
inform,i am looking for a cheap restaurant and it should be in the west part of town
inform,im looking for a restaurant in the north part of town that serves
inform,i am looking for sweedish food
inform,moderate priced
inform,im looking for a restaurant in the south part of town that serves christmas food
inform,i would like indian food
inform,uh i dont care
inform,thai type of food
inform,expensive restaurant in the south part of town
inform,im looking for an expensive restaurant serving british food
inform,center area
inform,creative
inform,cheap list
inform,i want a korean restaurant
inform,find me a portuguese restaurant
inform,noise i want to find a restaurant that serve french food
inform,im looking at a cheap restaurant and it should be
inform,uh any type
inform,moderately priced vanessa restaurant
inform,asian food
inform,yea im looking for an expensive restaurant that serves portuguese
inform,i want a restaurant in the moderate price range
inform,did you see a korean restaurant
inform,im looking for a restaurant in the west part of town that serves italian food
inform,expensive restaurant serving portuguese food
inform,just give me a cheap restaurant
inform,im looking for an indian restaurant in the east of town
inform,in the south part
inform,im looking for a moderately priced restaurant that serves traditional food
inform,find restaurant in north part of town serving asian food
inform,im looking for a restaurant in the north part
inform,im looking for a moderately priced restaurant serving basque food
inform,british type
inform,center part of town
inform,hi id like a moderately priced restaurant in the north
inform,i want a polynesian restaurant in the west part of town
inform,id like to find a restaurant serving french food
inform,can i get a restaurant
inform,just chinese food in the north part of town
inform,about portuguese
inform,restaurant in the west part of town that serves cuban food
inform,any of those things
inform,im looking for an expensive restaurant that serves irish food
inform,i would like singaporean food
inform,im looking for a restaurant in the center of town that serves danish food
inform,dont care expensive
inform,indian
inform,im looking for a restaurant it should serve vietnamese food
inform,in the east part of town that serves spanish food
inform,noise east
inform,i want a restaurant in the east part of town
inform,international
inform,uh south part of town
inform,persian food
inform,moderate west
inform,music im looking for a moderately priced restaurant in the south part of town please
inform,id like a restaurant in the south part of town
inform,steak house
inform,um dont care
inform,find me a cheap vietnamese restaurant
inform,i need to find a cheap restaurant
inform,south part
inform,i need an expensive restaurant
inform,yea im looking for a really cheap restaurant in the east part of town
inform,center town
inform,is there any serving vietnamese
inform,for an expensive restaurant in the east part of town
inform,irish fdod
inform,vietnamese type of food
inform,french
inform,a cheap restaurant east part of town
inform,whats a cheap restaurant in the west
inform,is there an expensive restaurant that serves korean food
inform,asian oriental food in the north part of town
inform,restaurant in the north part of town that serves turkish food
inform,moderately priced priced restaurant chinese food
inform,a restaurant in any area
inform,yea im looking for a restaurant in the moderate price range serving vietnamese food
inform,scandanavian
inform,looking for a sea food restaurant
inform,in an expensive restaurant
inform,expensive russian food
inform,ringing i need a moderately priced restaurant
inform,i want mediterranean food
inform,im looking for a restaurant in any area it should serve gastropub food
inform,turkish restaurant
inform,that serves chinese food
inform,a cheap restaurant serving mexican food
inform,i would like a moderately priced restaurant in the west part of town
inform,i want english food in the center of town
inform,im looking for a moderate priced restaurant in the east part of town
inform,afghan food
inform,central
inform,australian food center part of town
inform,i am looking for a modern european food
inform,expensive korean food
inform,i want a cheap restaurant that serves cuban food
inform,i dont care but it needs to be in the west part of town
inform,ah im looking for a restaurant in the center serving french food
inform,im looking for a sea food restaurant
inform,anything is fine
inform,im looking for a cheap restaurant in the
inform,id like to find japanese food
inform,im looking for a moderate priced restaurant in south part of
inform,west part of town cheap
inform,moderate price in south
inform,any asian oriental
inform,im looking for a moderately priced in the south
inform,i want a moderately priced chinese restaurant
inform,i want a moderately priced restaurant in the south part of town
inform,greek restauran
inform,id like to find a restaurant in the north part of town that serves german food
inform,noise french food
inform,im looking for a korean restaurant
inform,i want a cheap restaurant that serves unusual food
inform,im looking for cheap polynesian food
inform,im looking for a restaurant that serves tuscan food
inform,um anything else please
inform,i am looking for a moderately priced restaurant in the south
inform,australasian food
inform,id like a restaurant in south part of town that serves japanese
inform,uh are there any that serves mediterranean
inform,in the west part
inform,spanish food any area
inform,i want to find an expensive restaurant that serves hungarian food
inform,lebanese
inform,im looking for an expensive restaurant in the east part
inform,i would like irish food in the north part of town
inform,chinese
inform,im looking for a restaurant that serves world food
inform,polish food
inform,caribbean
inform,cambridge vietnamese food
inform,i would like a cheap restaurant
inform,any kind in the north part of town
inform,i would like a cheap restaurant in the west part of town
inform,im looking for a restaurant in the north part of town that serves french
inform,im looking for an expensive restaurant and it should serve unusual food
inform,im looking for a expensive restaurant
inform,im looking for a moderately priced restaurant that serves
inform,could i have the asian oriental restaurant
inform,tv_noise im looking for an expensive restaurant and it should serve tuscan food
inform,a restaurant in the south part of town hungarian food
inform,im looking for a restaurant in the south part of town serving indian type of food
inform,im looking for a restaurant in the north part of town thats
inform,a expensive restaurant serving japanese food
inform,i need a restaurant in the center of town that includes international food
inform,i want to find a restaurant in the east part of town that serves canapes foo
inform,how european
inform,im looking for a restaurant that serves austrian food
inform,i want asian oriental food
inform,creative food
inform,that serves traditional food
inform,im looking for a restaurant in the center and it should serve traditional food
inform,can i have a british restaurant
inform,do you have a place that serves turkish food
inform,i want a german restaurant in the west part of town
inform,european
inform,north american restaurant expensive
inform,the type of food is lebanese
inform,malaysian food malaysian
inform,restaurant serving spanish food
inform,id like a moderately priced restaurant
inform,looking for moderately priced restaurant in the north part of town
inform,im looking for kosher food in the west side
inform,eritrean
inform,id like a restaurant in the west part of town
inform,i do not care about the price range im just looking for a restaurant in the center that serves korean food
inform,im looking for an expensive restaurant that serves portuguese food
inform,romanian food
inform,im looking for an expensive restaurant in the south part of
inform,looking for a cuban food restaurant
inform,tv_noise im looking for a restaurant in the moderately pri
inform,yes uh turkish food in my area
inform,looking for thai food
inform,greek food in the north part of town
inform,any area
inform,ah can i find a unintelligible restaurant serving scotch food
inform,im looking for an expensive restaurant that serves mediteranian
inform,chinese oriental
inform,i want a polynesian restaurant in the north part of town
inform,moderate restaurant in the south part of town
inform,im looking for a restaurant in the north part town and it should serve australian food
inform,can i find a restaurant
inform,id like a restaurant in the north part of town serving indian food
inform,id like a restaurant in the north part of town serving swiss food
inform,system irish food
inform,i would like an expensive asian food restaurant
inform,looking for expensive kosher food
inform,im looking for a cheap restaurant that serves italian food
inform,i need moderately priced restaurant that serves spanish
inform,british food in north part of town
inform,restaurant in the north part of town that serves
inform,japanese food
inform,breath malaysian food
inform,caribbean food
inform,tv_noise any
inform,alright can i get chinese food
inform,looking for a restaurant in the east part of town
inform,i need chinese food
inform,um i dont care about the price
inform,cheap food
inform,if there is no such venue how about french type of food
inform,im looking for a moderately priced restaurant in the west part of town
inform,in the east part
inform,chinese restaurant
inform,i want a cheap restaurant in the west part of town
inform,turkey food
inform,any area any price
inform,im looking for a cheap restaurant in east part of town
inform,food from thailand
inform,okay uh how bout turkish
inform,oriental
inform,could i have a restaurant in the center
inform,serve persian food
inform,im looking for a restaurant that serves mediterranean food
inform,cheap restaurant east of town
inform,restaurant the serves english food
inform,uh center
inform,im looking for a restaurant that serves scandinavian food
inform,an expensive restaurant serving cantonese food
inform,im looking for a restaurant in the east part that serves creative food
inform,im looking for a restaurant in the
inform,im looking for a moderately priced restaurant serving fusion food
inform,i want a european restaurant in the center part of town
inform,the centre
inform,moderate priced restaurant that serves spanish food
inform,any type of area
inform,a moderately priced fusion food
inform,how how bout chinese food
inform,i dont give a fuck if hk fusion serves chinese food im looking for thai food
inform,prezzo
inform,find me an expensive restaurant
inform,im looking for a cheap restaurant and it should be in the north part of town
inform,asian ori
inform,im looking for a expensive restaurant serving mediterranean food
inform,the turkiesh food
inform,okay looking for a cheap restaurant serving caribbean food
inform,chinese restaurant in the south part of town
inform,you said chinese food
inform,im looking for a moderately priced restaurant in the north part of town
inform,modern euorpean
inform,the north
inform,im looking for cheap food in the north of town
inform,moroccan
inform,noise any price range
inform,restaurant in the north part of town serv
inform,i am looking for an expensive restaurant in the east
inform,i am looking for catalin food
inform,im looking for a restaurant in any area serving african food
inform,restaurant in the west part of town
inform,a moderately priced restaurant in the east of town
inform,eritrean food in the east part of town
inform,im looking for a italian restaurant in east part of town
inform,asian oriental type of food
inform,im looking for a restaurant in the north part of town that serves european food
inform,im looking for a restaurant serving thai type of food
inform,south of south of town
inform,im looking for a restaurant that serves european food
inform,it serves turkish food
inform,breath im looking for a cheap restaurant serving catalan food
inform,i dont care about prices
inform,uh north
inform,any part of town
inform,im looking for spanish food
inform,im looking for a restaurant in the north part of town serving
inform,tha thai
inform,i would like a restaurant that serves thai food
inform,im looking for an expensive restaurant and it should be served international food
inform,is there any expensive restaurant
inform,can i have a moderately priced restaurant in the west part of town
inform,a vietnamese
inform,on the south part of town
inform,restaurant in any area
inform,an expensive restaurant serving thai food
inform,any food that serves any restaurant thats expensive
inform,anything cheap
inform,what about a restaurant serving chinese food
inform,central inaudible
inform,persian restaurant in the north part of town
inform,a restaurant in the center that serves leban
inform,im looking for a restaurant that serves bistro food
inform,unusual food
inform,do you have any asian oriental food
inform,cantonese
inform,im looking for a moderately priced restaurant in the south part of
inform,id like a restaurant in the east part of town that serves
inform,im looking for a moderately priced restaurant that serves bistro
inform,can i have spanish food in
inform,belgium food
inform,lets see im looking for a restaurant in the north part of town that serves vietnamese food
inform,i want to find a restaurant serving world food
inform,you know thai thai food
inform,any type
inform,any range
inform,i want to find a turkish food
inform,find cheap restaurant
inform,moderately priced moderately priced
inform,uh that doesnt matter
inform,im looking for gastropub food
inform,uh moderately priced restaurants in the south part of
inform,uh cheap moderate
inform,id like an expensive restaurant that serves mediteranean food
inform,okay international food
inform,i need an expensive restaurant in the east part of town
inform,moderately priced swedish food
inform,change that to chinese food
inform,any restaurants
inform,im looking for an expensive restaurant in the east
inform,im looking for restaurant in the south part of town that serves english food
inform,the center
inform,um cheap
inform,im looking for a restaurant that serves welsh food
inform,peking restaurant
inform,and its in the west part of town
inform,im looking for romanian food
inform,expensive restaurant breath
inform,im looking for a restaurant with irish food
inform,yea im looking for an expensive
inform,vegetarian food in the east part of town
inform,i need a cheap restaurant in the east part of town
inform,looking in the west of town moderately priced
inform,tv_noise im looking for tuscan food
inform,im looking for an expensive restaurant in the south part of town
inform,if there is no such venue how about european type of food
inform,oh i need to be in the north
inform,a cheap restaurant in the south part of town
inform,im looking for a restaurant in any area serving unintelligible
inform,with malaysian food
inform,restaurant in center
inform,i want a singaporean food restaurant in the center
inform,a moderately priced restaurant in the south part of town
inform,im looking for an expensive
inform,uh im looking for a moderately priced restaurant
inform,is there a venue in the west part of town
inform,id like to find a spanish restaurant in the center
inform,katalian food
inform,i need jamaican food
inform,cheap restaurant in the north
inform,im looking for a restaurant in the moderate price range
inform,find me a moderately priced restaurant in the north part of town
inform,cheap price range
inform,afghan noise
inform,can i have a restaurant in the east part of town
inform,west of town
inform,can i get a steak house restaurant in any area
inform,i would like to find a restaurant in the south part of town that serves
inform,looking for a restaurant in the north part of town
inform,im looking for a moderately priced restaurant in the east part of
inform,i want i want indian food
inform,dont care whats the phone number
inform,id like a restaurant that serves australian asian food
inform,a cheap restaurant
inform,uh i need one in the cheap price range
inform,i would like a restaurant
inform,moderately priced in east part of town
inform,im looking for an expensive restaurant serving portuguese foo
inform,fusion food
inform,looking for a restaurant in the center that sales creative food
inform,expensive french
inform,the food
inform,looking for a restaurant in the south part of town
inform,im looking for a restaurant in the center park of town that serves
inform,russian
inform,im looking for a chinese restaurant
inform,i want to find a moderate priced restaurant that serves
inform,moderate price range please
inform,im looking for something in the west side
inform,im looking for a cheap restaurant in the north of town
inform,i want a cheap restaurant in the east part of town
inform,lebanse
inform,north part of town north part of town
inform,im looking for a cheap restaurant and it should be in the east part of town
inform,im looking for a greek restaurant
inform,im looking for a cheap spanish restaurant
