label,text
inform,im looking cheap restaurant serving russian food
inform,im looking cheap restaurant serves
inform,russian
inform,im looking cheap restaurant serves
inform,chinese
inform,dont care
inform,need expensive restaurant serving british food
inform,need expensive restaurant serving british food
inform,west
inform,traditional
inform,british
inform,moderate
inform,doesnt matter
inform,doesnt matter
inform,signaporian
inform,north american
inform,want basque food restaurant
inform,dont care
inform,basque food
inform,spanish food
inform,dont care
inform,hi im looking moderately priced
inform,dont care
inform,bistro food
inform,would like asian oriental
inform,im looking cheap restaurant west part town
inform,doesnt matter
inform,uh doesnt matter
inform,um need cheap restaurant
inform,east part town
inform,kind
inform,moderate
inform,dont care noise
inform,venetian
inform,mediterranean
inform,expensive
inform,im looking expensive restaurant east
inform,dont care
inform,id like restaurant serves turkish food
inform,doesnt matter
inform,doesnt matter
inform,price range
inform,find restaurant north part town serving fusion food
inform,find restaurant north part town serving asian
inform,find restaurant north part town
inform,find restaurant serving asian
inform,find restaurant serving asian oriental
inform,restaurant
inform,find restaurant
inform,serving asian oriental
inform,doesnt matter
inform,expensive
inform,danish
inform,danish
inform,asian oriental food
inform,north
inform,christmas
inform,im looking restaurant
inform,north part town
inform,im looking restaurant north part
inform,im looking moderately priced restaurant
inform,ah dont care
inform,indian food
inform,im looking restaurant east part town serves belgium food
inform,restaurant
inform,west part town
inform,corsica food
inform,italian food
inform,doesnt matter
inform,dont care
inform,expensive
inform,
inform,italian
inform,italian
inform,italian
inform,italian
inform,italian
inform,need restaurant east part town serves creative
inform,find expensive restaurant serves welsh food
inform,asian oriental food
inform,im looking restaurant serves african food
inform,need expensive restaurant serves afghan food
inform,need restaurant serving brazilian food
inform,doesnt matter
inform,brazilian
inform,find turkish restaurant
inform,price range
inform,doesnt matter
inform,dont care
inform,im looking expensive restaurant serves european food
inform,
inform,im looking restaurant serves
inform,dont care
inform,bistro food
inform,um dont care price
inform,im looking korean food price range
inform,cheap spanish restaurant
inform,would like malaysian food center part
inform,would like korean food
inform,dont care
inform,want cheap hungarian food restaurant
inform,want modern european
inform,want restaurant serving
inform,want modern european restaurant
inform,modern european
inform,moderately priced restaurant
inform,
inform,halo food
inform,gastropub
inform,gastropub
inform,international food
inform,dont care
inform,dont care price range
inform,im looking moderately priced restaurant serves canapes
inform,dont care
inform,belgium
inform,belgium
inform,belgium
inform,dont care
inform,dont care
inform,belgium food
inform,korean food
inform,find restaurant serving cannabis food
inform,dont care
inform,canopy
inform,turkish
inform,turkish
inform,moderate
inform,looking restaurant south part town serves persian
inform,serves portuguese food
inform,serves portuguese food
inform,im looking vietnamese food north part town
inform,im looking cheap restaurant serves cuban food
inform,serving chineese
inform,doesnt matter
inform,im looking cheap restaurant
inform,north
inform,kind
inform,mexican
inform,ah doesnt matter
inform,barbecue food west part town
inform,vietnamese
inform,im looking welsh restaurant west part town
inform,cheap restaurant
inform,west part town
inform,dont care
inform,im looking barbecue restaurant east part town
inform,im looking restaurant north part town serving indonesian
inform,need cheap restaurant west part town
inform,dont care
inform,im looking restaurant east part town
inform,turkish food
inform,area
inform,east part town serves spanish food
inform,need restaurant
inform,need place serves spanish food
inform,need restaurant
inform,restaurant east part town japanese
inform,chinese
inform,im looking cheap restaurant south town
inform,dont care
inform,korean food moderate price
inform,price range
inform,korean food
inform,korean food expensive
inform,expensive
inform,doesnt matter
inform,expensive
inform,korean food expensive
inform,north
inform,doesnt matter
inform,would like cheap
inform,west part town want
inform,bistro
inform,want italian food
inform,doesnt matter
inform,im looking cheap restaurant serves belgian food
inform,chinese food
inform,north
inform,south
inform,greek
inform,turkish
inform,moderately priced
inform,cheap restaurant west part town
inform,
inform,expensive mexican
inform,need cheap restaurant serves international food
inform,im looking restaurant center serves corsica
inform,im looking restaurant center serves international
inform,european food
inform,european
inform,dont care
inform,dont care
inform,corsica food
inform,corsica
inform,gastropub
inform,gastropub restaurant
inform,gastropub
inform,gastropub
inform,gastropub
inform,need persian restaurant south part town
inform,persian
inform,im looking cheap restaurant south part town
inform,dont care
inform,um expensive restaurant
inform,east part
inform,dont care
inform,im looking moderately priced restaurant west part town
inform,dont care
inform,im looking expensive restaurant east part town
inform,dont care
inform,west part town creative food
inform,italian
inform,
inform,looking moderately priced restaurant east part town
inform,dont care
inform,unintelligible restaurant
inform,dont care
inform,rice house
inform,persian food
inform,indian food
inform,east
inform,cheap
inform,need moderately priced restaurant serving world food
inform,british food
inform,im looking restaurant north part town
inform,moroccan food
inform,moroccan
inform,moroccan
inform,asian oriental food
inform,im looking expensive restaurant venetian food
inform,one thai food
inform,im looking restaurant thai type
inform,looking expensive restaurant east town
inform,dont care
inform,um doesnt matter
inform,persian food
inform,okay ah bout portuguese
inform,okay ah bout portuguese food
inform,okay um well bout portuguese
inform,moderately priced restaurant serves fusion food
inform,turkish food
inform,id like moderately priced restaurant east part town
inform,food
inform,east part town
inform,want expensive irish restaurant
inform,expensive italian restaurant
inform,dont care
inform,restaurant north part town
inform,barbecue
inform,french food
inform,im looking moderate priced restaurant south part
inform,south part
inform,dont care
inform,im looking moderately priced restaurant serves japanese food
inform,moderate european food
inform,modern european food
inform,doesnt matter
inform,im looking moderately
inform,im looking restaurant serves modern european food
inform,dont care
inform,id like restaurant area
inform,international food
inform,cheap
inform,belgium food
inform,british
inform,center
inform,dont care
inform,restaurant north part town
inform,serving catalan food
inform,indian food
inform,indian food
inform,indian food
inform,restaurant north part town
inform,im looking restaurant center
inform,serves romanian food
inform,romanian
inform,expensive restaurant
inform,south
inform,
inform,expensive
inform,dont care
inform,malaysian
inform,korean
inform,moderately
inform,north
inform,north
inform,
inform,moderate
inform,im looking cheap restaurant east part town
inform,expensive restaurant
inform,south
inform,time
inform,want find cheap restaurant south part town
inform,south
inform,restaurant south part town
inform,venetian food
inform,venetian food
inform,portuguese
inform,portuguese food
inform,expensive restaurant south part town
inform,dont care
inform,im looking restaurant west part town serves scottish
inform,im looking restaurant west part town
inform,scottish
inform,im looking restaurant serves indian food
inform,anything
inform,cheap
inform,east
inform,european european
inform,west part town
inform,im looking cheap restaurant
inform,south
inform,dont care
inform,im looking moderately priced restaurant south part town
inform,dont care
inform,expensive restaurant south part town
inform,kind
inform,south
inform,south town
inform,dont care
inform,moderate
inform,expensive
inform,dont care
inform,basque
inform,basque
inform,basque
inform,korean
inform,moderately priced restaurant east
inform,east
inform,dont care
inform,cheap restaurant west part town
inform,
inform,im looking restaurant center serving african food
inform,expensive
inform,portuguese food
inform,portuguese
inform,mediterranean
inform,mediterranean
inform,expensive
inform,im looking portuguese restaurant
inform,dont care
inform,moderate priced
inform,chinese food
inform,looking moderately priced restaurant serves cancun
inform,test food
inform,canapes food
inform,canapes
inform,need moderately priced restaurant south part town
inform,doesnt matter
inform,im looking cheap restaurant east part town
inform,get turkish food
inform,dont care
inform,dont care
inform,need one west part town
inform,
inform,im looking cheap restaurant north part town
inform,im looking cheap restaurant
inform,east part town
inform,french
inform,french
inform,dont care
inform,french food
inform,im looking spanish food
inform,dont care
inform,dont care
inform,im looking restaurant area
inform,gastropub
inform,
inform,doesnt matter
inform,im looking moderately priced restaurant west part town
inform,
inform,unintelligible restaurant
inform,south
inform,south part town
inform,south
inform,south
inform,dont matter
inform,doesnt matter
inform,dont matter
inform,expensive
inform,want restaurant serves basque food
inform,uh want restaurant serves international food
inform,restaurant thats serving international food
inform,uh find restaurant west part town
inform,creative food
inform,thai
inform,uh thai food
inform,thai
inform,prezzo
inform,creative food
inform,thai food
inform,prezzo
inform,im looking gastropub food
inform,dont care
inform,food
inform,gastropub
inform,gastropub
inform,dont care
inform,want find restaurant area
inform,area
inform,international food
inform,dont care
inform,im looking restaurant east part town
inform,gastropub
inform,im looking european food
inform,dont care
inform,cheap
inform,portuguese food
inform,international food
inform,center
inform,moderately priced restaurant
inform,dont care
inform,vegetarian
inform,turkish
inform,north
inform,north
inform,north
inform,north
inform,im looking cheap restaurant north part town
inform,dont care
inform,dont care
inform,cheap
inform,restaurant north part town
inform,british food
inform,british food
inform,british food north part town
inform,uh korean food
inform,korean food
inform,korean
inform,im looking moderately priced restaurant serves uh
inform,dont care
inform,persian
inform,german food
inform,french
inform,doesnt matter
inform,dont care
inform,seafood
inform,italian food
inform,italian
inform,portuguese
inform,doesnt matter
inform,im looking restaurant serves british food
inform,south
inform,looking singaporean restaurant center
inform,im looking singaporean food
inform,singaporean food
inform,south part town
inform,mexican
inform,looking moderately priced restaurant south
inform,doesnt matter
inform,cheap restaurant
inform,east part
inform,restaurant serves english food
inform,want restaurant serves british food
inform,british food
inform,want restaurant serves british food center
inform,british food
inform,doesnt matter
inform,corsica
inform,asian
inform,asian
inform,asian food
inform,asian oriental food
inform,dont care
inform,korean
inform,expensive
inform,im looking moderately priced restaurant west part
inform,chinese
inform,british
inform,im looking restaurant west part town serves danish food
inform,im looking moderately priced restaurant west part town
inform,dont care
inform,international food
inform,center
inform,expensive
inform,need restaurant center town
inform,kosher food
inform,kosher food
inform,italian food
inform,doesnt matter
inform,afghan
inform,afghan
inform,afghan food
inform,vietnamese food
inform,town
inform,vietnamese anywhere
inform,moderately priced
inform,doesnt matter
inform,swiss food
inform,swiss food
inform,british food
inform,british food
inform,want cheap restaurant east part town
inform,find restaurant west part town
inform,signapore
inform,indian food
inform,would like moderately priced restaurant
inform,east part town
inform,doesnt matter
inform,moderately priced restaurant
inform,part
inform,corsica food
inform,vietnamese food
inform,indian food
inform,south town
inform,indian
inform,cheap restaurant serving scandinavian food
inform,cheap restaurant serving asian oriental
inform,north part town
inform,cheap restauran
inform,doesnt matter
inform,im looking cheap food north town
inform,dont care
inform,want indonesian food
inform,im looking thai food
inform,dont care
inform,im looking something south part town serves creative
inform,said chinese food
inform,want chinese food
inform,dont care
inform,expensive
inform,east
inform,anything
inform,expensive
inform,restaurant south
inform,south
inform,south
inform,creative food
inform,chinese food
inform,
inform,east
inform,dont care
inform,moderate
inform,expensive restaurant
inform,east part town
inform,kind
inform,would like find moderately priced
inform,moderately
inform,east
inform,doesnt matter
inform,im looking moderately priced restaurant serves
inform,part
inform,lebanese food
inform,looking persian food please
inform,dont care price range
inform,asian oriental
inform,um anything
inform,im looking moderate priced restaurant west
inform,dont care
inform,im looking
inform,crossover food north part town
inform,id like moderately priced restaurant serves halal food
inform,id like restaurant serves gastropub food
inform,im looking moderately priced restaurant west part town
inform,dont care
inform,im looking cheap restaurant sells welsh
inform,im looking cheap restaurant serves mediterranean food
inform,get expensive
inform,expensive restaurant
inform,cantonese food
inform,north american
inform,cantonese food
inform,north american food
inform,north american food
inform,north american food
inform,north american
inform,expensive north american
inform,north american
inform,north american restaurant expensive
inform,im looking restaurant north part town serve cata
inform,catalan
inform,area
inform,singaporean food
inform,im looking singaporean food
inform,food
inform,im looking restaurant unintelligible
inform,doesnt matter
inform,turkish
inform,turkish
inform,doesnt matter
inform,expensive restaurant east part town
inform,dont care
inform,need cheap restaurant south part town
inform,dont care
inform,restaurant west part town serve crossover food
inform,doesnt matter
inform,dont care
inform,restaurant west part town
inform,shit served swiss food
inform,vietnamese food
inform,vietnamese
inform,want find cheap restaurant serves
inform,
inform,kosher
inform,want find cheap restaurant south part town
inform,doesnt matter
inform,east part town
inform,
inform,cheap
inform,moderately priced restaurant
inform,north
inform,
inform,american
inform,west
inform,australian
inform,indian
inform,im looking moderately priced restaurant south
inform,south part town
inform,type food
inform,im looking moderately priced restaurant west part
inform,dont care
inform,expensive restaurant
inform,east
inform,
inform,food
inform,food
inform,im looking moderately priced restaurant west part town
inform,type
inform,south south
inform,south
inform,south
inform,dont care moderate
inform,would like expensive restaurant south part town
inform,doesnt matter
inform,im looking restaurant east part town serves traditional food
inform,want find moderately priced restaurant east part town
inform,dont care
inform,id like barbecue restaurant
inform,im looking expensive spanish food
inform,im looking meditteranian
inform,moderately priced restaurant west part town
inform,dont care
inform,im looking moderately priced restaurant north part town
inform,doesnt matter
inform,east
inform,dont care
inform,moderate
inform,im looking restaurant serves
inform,catalan food
inform,dont care
inform,catalan
inform,gastropub food
inform,find restaurant gastropub food
inform,dont care
inform,danish food
inform,vietnamese food
inform,looking fora restaurant serve
inform,north town
inform,world food
inform,chinese food
inform,im looking expensive restaurant
inform,east part
inform,dont care
inform,im looking cheap restaurant east part town
inform,center serves unintelligible asian
inform,european food
inform,dont care
inform,im looking moderately priced restaurant north part town
inform,dont care
inform,mexican food
inform,yea im looking spanish food
inform,spanish food
inform,cheap restaurant west part town
inform,kind
inform,im looking cheap restaurant north part town
inform,doesnt matter
inform,looking restaurant center part town
inform,spanish food
inform,need find moderately priced restaurant
inform,dont care
inform,mexican food
inform,international type food
inform,need expensive restaurant east part town
inform,uh dont care
inform,want restaurant west part town serves jamaican
inform,jamaican
inform,restaurant serves vietnamese
inform,type food
inform,vietnamese
inform,want vietnamese restaurant
inform,want russian restaurant
inform,korean
inform,malaysian food south part town
inform,looking expensive restaurant east part town
inform,type
inform,west
inform,west
inform,dont care
inform,cheap
inform,id like find expensive restaurant east side town
inform,dont care
inform,im looking moderately priced restaurant
inform,north part town
inform,dont care
inform,breath want find expensive restaurant sh
inform,south part town
inform,indian food noise
inform,im looking something serving vegetarian food
inform,turkish restaurants
inform,turkish
inform,doesnt matter
inform,something moderately priced
inform,find moderately priced brazilian restaurant
inform,find asian oriental
inform,chinese south part town
inform,chinese
inform,care
inform,im looking restaurant north part town serves french
inform,center town
inform,spanish
inform,doesnt matter
inform,im looking cheap restaurant west part town
inform,doesnt matter
inform,want find expensive restaurant east part town
inform,american
inform,im looking moderately priced restaurant north part town
inform,dont care
inform,im looking cheap restaurant south part town
inform,dont care
inform,south
inform,expensive
inform,expensive restaurant east part town
inform,expensive food
inform,im looking moderately priced restaurant north part
inform,care
inform,east part town
inform,european food
inform,cheap restaurant mediterranean food
inform,cuban food
inform,dont care
inform,cuban food cheap restaurant
inform,cuban food
inform,cuban food
inform,cuban food
inform,want cuban food
inform,modern european food
inform,modern european foo
inform,spanish food west part town
inform,west
inform,west
inform,spanish
inform,spanish
inform,area
inform,
inform,moderately priced restaurnt south part town
inform,kind food
inform,may cheap restaurant south part town
inform,dont care
inform,want restaurant south part town serves moroccan food
inform,center town
inform,im looking expensive restaurant south part
inform,doesnt matter
inform,east
inform,world food
inform,im looking chinese food
inform,im looking expensive restaurant east part town
inform,
inform,im looking restaurant serves german food
inform,restaurant serving french food
inform,looking moderate priced restaurant
inform,serves chinese food
inform,traditional food
inform,modern european
inform,part
inform,moderate
inform,chinese food
inform,chinese food im looking sea food
inform,dont care
inform,sea food
inform,sea food
inform,sea food
inform,restaurant
inform,south
inform,cheap
inform,
inform,south
inform,south
inform,south
inform,south part town
inform,south
inform,restaurant south part town
inform,portuguese
inform,would like find cheap restaurant west part
inform,kind food
inform,im looking greek restaurant
inform,expensive
inform,anything
inform,dont care
inform,spanish
inform,spanish
inform,moderate
inform,im looking restaurant center serving
inform,air tran
inform,cheap
inform,would like find moderately priced restaurant east part
inform,dont care
inform,im looking restaurant west part
inform,west part town
inform,international food
inform,west
inform,cuban
inform,indian
inform,west
inform,noise want find restaurant ser
inform,umh dont care noise
inform,eritrean food noise
inform,eritrean food
inform,noise dont care price range
inform,noise want find restaurant serve french food
inform,im looking cheap restaurant east part town
inform,expensive east part town
inform,dont care
inform,cheap restaurant
inform,cheap restaurant
inform,sea food
inform,sea food
inform,portuguese food
inform,area
inform,caribbean food
inform,mediterranean food
inform,want mediterranean food
inform,dont care
inform,looking moderately priced restaurant
inform,serve moroccan food
inform,im looking restaurant area serves
inform,unusual food
inform,um spanish food
inform,restaurant south part town international food
inform,north
inform,something cheap
inform,uh dont mind
inform,canope food
inform,modern european
inform,
inform,
inform,fusion food
inform,vietnamese
inform,dont care
inform,catalan
inform,italian food
inform,im looking expensive restaurant serves
inform,dont care
inform,seafood
inform,thai food
inform,
inform,moderately priced
inform,british type
inform,cheap west part town
inform,cheap restaurant
inform,moderately priced restaurant
inform,east
inform,east
inform,east
inform,east
inform,
inform,cheap restaurant south part town
inform,
inform,im looking restaurant west part town
inform,thai food
inform,looking basque restaurant
inform,spanish
inform,dont care
inform,east part town serving swedish food
inform,chinese food
inform,im looking restaurant center town serves
inform,european
inform,im looking cheap restaurant south part town
inform,dont care
inform,west part town
inform,hungarian food
inform,vietnamese food
inform,vietnamese food
inform,im looking restaurant north part town serve
inform,scandinavian food
inform,
inform,scandinavian food
inform,korean food
inform,expensive restaurant
inform,south noise
inform,french
inform,italian
inform,would like restaurant west part town serves cuban food
inform,indian food
inform,tell expensive restaurant south
inform,doesnt matter
inform,restaurant west part town
inform,international
inform,international
inform,center area
inform,would like traditional food south part town
inform,want find cheap restaurant
inform,north part
inform,north part town
inform,dont care
inform,expensive restaurant south part town
inform,dont care
inform,cheap restaurant
inform,dont care
inform,barbecue
inform,expensive restaurant serving kosher food
inform,modern european food
inform,english please
inform,spanish food
inform,spanish food
inform,area
inform,dont care
inform,dont care
inform,moderately priced restaurant north part town
inform,
inform,whats cheap restaurant east part town
inform,okay im looking moderate price range
inform,dont know
inform,noise im looking restaurant serves scottish food
inform,area
inform,um moderate
inform,turkish
inform,dont care
inform,turkish food
inform,dont care
inform,restaurant
inform,part town serves asian food
inform,im looking restaurant east part town
inform,asian food
inform,uh doesnt matter
inform,im looking restaurant east part town serving pan asian food
inform,im looking restaurant serves chinese food
inform,im looking restaurant serves chinese food
inform,uh im looking moderately priced restaurant serving
inform,doesnt matter
inform,im looking indian food
inform,looking cheap restaurant north part town
inform,doesnt matter
inform,im looking moderately priced restaurant north
inform,dont care
